6,9,10,14,17,18,19,46
4,7,10,12,23,25,36,18
4,10,18,20,31,35,44,29
5,15,25,38,42,46,47,26
8,27,28,29,31,32,35,11
5,17,19,25,31,38,46,4
12,16,34,38,41,45,46,36
3,16,18,23,24,39,47,26
5,21,27,30,31,36,44,41
17,20,24,26,31,35,41,23
15,24,32,35,37,41,45,7
4,21,24,34,38,41,46,2
1,18,26,31,34,36,38,37
10,18,21,22,24,31,46,1
7,19,21,26,38,40,42,33
8,15,16,23,25,30,43,38
2,5,6,8,21,32,38,20
6,11,14,28,38,42,47,34
4,8,10,11,21,33,46,42
3,4,8,12,31,35,47,24
3,10,11,29,32,43,47,9
5,8,25,26,27,42,46,33
1,19,24,33,35,45,47,13
4,6,7,10,19,39,43,42
2,5,30,32,36,37,42,45
9,14,22,29,43,44,46,10
1,13,15,18,27,32,40,2
8,11,18,24,25,28,31,22
7,16,32,35,38,39,44,18
2,10,30,35,42,43,44,4
1,4,8,25,26,34,42,2
5,6,9,14,16,33,44,19
2,24,26,29,37,45,47,3
6,13,22,30,32,33,47,11
2,4,8,13,21,22,34,14
2,18,25,30,39,45,46,42
22,23,25,26,37,41,45,42
29,30,34,35,36,41,47,31
10,19,21,22,31,33,35,47
13,14,21,23,25,37,44,4
7,9,13,20,26,36,41,42
9,13,16,33,36,39,41,22
5,12,16,19,20,28,35,8
9,16,18,33,37,38,44,43
5,16,19,29,30,38,41,12
5,12,21,22,32,42,44,18
3,12,20,29,40,41,44,8
5,9,16,21,22,41,44,13
6,13,22,23,32,35,47,45
15,16,28,32,33,38,47,12
7,8,12,24,25,28,33,16
2,11,14,29,30,39,46,17
7,15,19,21,26,32,39,40
14,19,23,24,35,46,47,33
8,19,34,35,43,44,47,4
5,8,9,16,27,35,38,10
3,10,12,14,22,26,38,27
16,17,19,24,37,39,44,36
6,10,11,15,34,39,45,4
1,12,15,30,32,33,38,10
2,3,22,28,31,34,39,8
4,10,16,22,23,34,40,21
1,3,12,13,29,42,44,46
25,26,28,32,40,43,44,24
2,10,12,15,23,24,42,8
4,10,31,35,37,40,46,1
8,17,33,36,39,41,45,27
1,7,16,19,24,25,30,8
19,28,29,31,38,43,44,1
2,6,16,36,38,44,47,35
5,7,8,21,22,27,44,26
8,10,32,34,35,37,44,30
17,24,25,26,27,35,38,7
9,19,26,36,40,43,46,31
20,21,26,28,31,38,39,29
2,7,19,28,31,38,45,41
1,2,27,33,34,42,45,43
2,11,22,23,33,45,46,40
10,11,19,20,31,40,44,13
13,19,22,33,34,36,42,26
3,9,10,15,23,26,46,28
4,15,16,19,29,41,43,47
10,21,29,35,37,43,45,23
1,22,25,29,31,39,42,17
8,11,18,24,29,35,47,37
4,13,17,21,25,26,47,23
6,8,12,29,41,42,46,4
1,4,7,16,19,35,46,36
6,7,21,32,39,40,47,8
1,21,24,25,38,42,47,32
1,6,31,35,37,45,46,28
1,7,11,15,22,23,32,40
2,8,9,19,20,36,43,21
5,9,17,21,28,30,40,25
3,5,13,25,31,38,46,17
1,20,30,33,35,43,45,32
2,4,15,21,22,25,39,18
5,14,17,22,26,29,42,25
3,6,19,29,34,35,40,41
2,6,7,15,28,36,47,8
8,10,14,22,25,28,39,47
3,10,11,17,33,43,46,6
5,19,25,26,28,29,42,36
8,10,13,23,35,42,43,32
6,17,23,28,39,40,46,12
2,6,16,21,26,28,34,9
1,7,10,12,18,43,46,35
3,8,9,28,29,31,39,21
4,11,26,27,34,36,38,14
27,29,34,35,36,39,43,28
2,7,10,16,18,19,20,35
1,14,17,18,21,25,41,43
1,2,10,36,39,43,47,13
7,13,22,23,28,40,46,12
9,13,20,40,44,45,46,5
5,11,24,30,36,40,41,15
6,7,18,26,32,42,46,47
5,8,9,15,36,37,43,45
5,16,19,28,33,37,42,2
6,15,19,27,31,35,43,5
10,11,20,22,31,39,40,3
8,10,11,14,16,24,40,6
3,4,6,30,35,37,46,10
13,20,24,26,27,28,46,4
9,25,31,32,41,45,47,12
2,3,4,6,35,37,38,41
3,6,16,29,30,31,32,11
5,10,26,33,42,44,45,30
1,11,32,33,37,45,46,22
8,10,12,13,19,32,42,21
8,13,18,21,24,25,36,47
1,5,9,28,38,40,43,25
3,16,18,21,23,31,39,43
15,23,31,37,40,43,46,39
12,18,20,22,28,35,47,33
5,9,12,17,36,44,45,35
3,16,17,31,33,41,42,44
1,5,8,21,34,35,45,43
3,4,14,18,29,41,44,40
22,24,34,38,41,45,47,14
8,12,13,20,35,37,38,28
5,9,23,25,35,36,43,26
6,10,11,34,37,39,47,16
4,6,14,15,22,29,36,44
5,10,12,14,25,38,44,26
2,5,16,18,24,30,38,17
1,3,10,31,32,37,45,19
2,12,15,18,32,34,46,13
8,9,16,20,30,39,43,42
1,15,17,23,30,41,45,25
2,7,9,11,22,34,36,23
3,4,6,15,22,31,35,23
10,12,14,20,27,42,45,35
4,5,17,18,23,37,46,38
3,5,12,17,34,39,40,22
9,11,17,20,23,24,37,35
7,13,27,29,34,40,43,9
7,24,26,30,40,44,46,42
13,24,30,31,32,38,40,36
5,6,15,19,29,34,39,47
25,28,35,38,40,41,47,36
7,9,10,12,24,38,42,22
1,27,32,34,39,43,44,14
1,2,8,11,13,39,42,6
17,18,29,32,33,39,43,24
4,17,30,33,35,36,44,29
11,18,24,33,41,42,43,30
1,8,22,38,41,43,46,14
8,13,21,24,32,39,44,27
12,26,27,32,35,39,46,37
4,5,20,24,37,40,47,33
2,5,25,30,34,37,42,39
4,7,25,26,32,43,46,21
3,7,14,25,30,39,40,12
1,4,5,11,13,16,46,44
4,7,17,19,23,25,35,21
8,11,18,24,29,41,47,15
2,12,14,20,22,25,27,11
12,19,28,33,35,37,42,7
8,12,17,18,28,29,35,6
5,7,15,24,26,38,43,25
17,21,23,25,26,33,47,41
16,19,27,34,44,45,46,13
10,22,31,35,40,43,46,27
9,26,29,34,37,40,45,23
8,9,15,30,34,35,36,4
6,7,20,22,29,34,38,14
8,13,16,18,26,29,33,30
9,21,29,32,33,43,45,2
3,16,17,20,25,33,35,46
12,17,24,26,31,32,42,37
3,10,25,27,28,39,45,32
21,22,27,28,32,44,47,9
11,21,23,24,32,41,42,43
1,10,11,32,33,41,45,5
1,5,9,15,36,41,44,2
7,10,16,25,26,30,37,3
5,23,28,30,34,42,43,37
2,20,27,31,32,34,39,42
19,23,25,26,31,35,40,17
1,4,6,11,34,35,46,23
8,20,21,27,31,35,36,7
11,21,24,29,34,36,47,38
8,20,25,26,30,31,39,28
7,15,34,36,37,43,45,28
4,5,18,19,20,33,37,3
7,12,23,25,27,34,45,20
19,21,26,27,33,38,42,36
2,4,6,12,16,19,24,7
5,10,15,17,27,28,32,2
7,8,10,23,29,31,35,41
1,2,4,16,32,38,43,17
3,10,12,16,25,30,34,42
9,10,14,16,18,21,42,1
7,21,27,29,34,40,44,30
16,22,23,27,30,40,41,19
4,5,6,9,31,37,47,32
2,3,16,22,29,33,38,12
2,15,16,17,27,36,44,8
11,12,24,28,30,35,46,32
9,10,25,28,29,39,40,3
23,26,28,30,34,37,39,44
10,18,20,29,31,38,47,37
9,12,15,20,21,27,37,33
5,7,8,23,32,38,40,35
4,5,22,31,36,38,43,25
6,10,21,24,31,45,46,20
3,4,10,15,25,28,41,32
11,33,36,37,43,44,46,45
5,7,25,32,40,44,45,30
3,15,20,21,35,46,47,26
7,15,23,25,27,37,40,22
1,7,19,23,35,37,45,2
2,5,8,11,16,20,34,1
7,9,16,21,27,35,45,13
6,14,16,20,21,23,37,30
5,6,13,19,23,24,44,45
20,26,32,33,37,39,45,19
8,15,18,21,29,40,46,26
3,17,23,35,38,39,43,15
5,6,7,18,29,31,45,1
1,13,14,34,40,44,47,16
1,13,14,15,27,38,44,18
4,9,17,19,31,36,43,44
6,10,11,12,26,32,35,38
4,7,14,18,33,35,36,17
1,7,14,18,34,37,43,41
4,17,18,33,37,42,43,14
3,9,16,19,26,35,42,25
7,11,12,17,39,41,44,37
9,10,12,16,33,37,47,40
1,4,6,9,16,35,45,42
9,19,20,24,36,39,41,16
1,2,6,24,32,34,47,21
8,14,17,20,24,37,43,26
8,12,20,21,29,36,41,10
12,13,14,42,43,44,45,28
1,6,9,13,30,38,40,28
5,6,23,24,30,31,34,8
5,7,19,27,36,43,44,47
1,3,8,10,17,33,44,43
8,23,25,29,34,45,47,37
1,13,17,19,27,32,37,46
6,8,13,23,27,30,39,42
7,9,16,17,18,34,36,46
2,17,22,25,30,39,43,7
4,11,26,39,42,44,45,43
10,12,14,34,35,43,44,26
3,5,17,21,30,39,42,34
9,11,15,17,21,23,30,36
13,17,20,25,26,28,40,34
4,11,19,21,23,27,34,9
2,5,25,31,42,44,47,46
3,7,14,19,21,23,35,33
5,10,18,27,33,40,43,11
6,9,25,29,30,34,45,8
22,31,33,34,36,41,43,7
6,8,17,36,41,43,44,16
14,16,23,25,38,44,46,41
2,14,31,33,39,40,47,1
3,9,12,13,15,19,27,33
3,9,24,30,34,39,46,41
7,16,21,27,30,33,47,20
3,10,16,18,21,37,47,39
8,19,20,23,27,40,44,33
5,9,10,14,32,33,39,16
3,4,6,13,20,34,43,2
25,28,29,31,32,26,45,22
4,12,24,31,33,34,41,9
6,17,18,19,24,41,47,22
15,21,23,25,33,35,37,40
5,6,7,15,28,33,43,16
1,3,29,36,37,41,45,43
5,15,22,24,28,30,47,7
16,19,20,22,23,38,46,15
13,16,17,27,32,45,47,11
5,7,13,17,27,32,36,35
2,4,16,17,22,28,33,9
10,18,21,22,26,33,35,45
7,9,11,18,19,28,40,24
4,10,18,21,27,33,46,26
1,2,7,10,21,28,41,33
1,17,18,25,31,32,39,41
2,3,5,15,25,37,39,33
1,2,7,10,21,28,41,33
4,5,12,15,33,40,44,46
4,25,28,34,35,39,47,6
6,7,17,37,38,40,46,28
2,6,18,29,31,35,43,7
4,6,7,23,29,35,36,43
16,20,21,25,26,36,46,18
8,23,28,34,37,39,43,19
8,9,16,37,42,43,46,21
1,5,14,23,35,38,43,4
3,11,16,24,40,42,46,45
5,10,18,19,20,27,31,15
8,9,10,22,32,39,43,16
11,27,28,31,33,46,47,39
7,11,23,38,44,46,47,36
3,6,13,23,24,44,47,22
5,8,10,12,22,25,43,45
4,19,23,39,40,41,47,45
4,7,17,22,24,37,42,31
4,6,13,18,21,36,43,12
5,7,22,24,26,41,42,34
3,16,23,34,37,41,42,2
7,12,13,17,19,23,39,3
6,12,14,17,23,31,38,30
1,14,15,22,26,34,41,32
2,4,14,16,29,36,38,25
10,14,16,24,32,41,44,36
10,12,13,16,20,33,36,44
1,11,15,17,24,38,43,2
7,22,24,26,30,33,40,3
6,10,23,34,38,41,44,35
3,14,15,21,22,34,42,40
1,20,22,26,39,45,46,21
1,2,4,12,20,34,36,15
6,10,13,25,27,40,43,34
6,14,25,29,30,36,40,22
3,4,5,6,41,42,45,31
4,19,23,28,32,39,47,11
4,11,16,23,24,42,47,45
1,5,7,10,22,29,37,12
6,8,19,20,26,29,45,13
1,14,17,22,26,33,36,40
1,8,13,20,31,35,37,44
11,16,19,28,36,44,46,39
4,7,9,29,31,36,44,40
8,25,26,35,37,39,42,13
16,22,28,37,39,45,47,36
12,15,20,27,28,33,47,37
6,11,16,19,30,33,43,8
1,9,13,16,20,29,43,44
6,14,29,34,36,38,41,19
2,9,11,13,29,31,39,19
4,8,14,24,32,37,45,13
1,4,6,9,14,19,31,46
11,14,23,25,27,29,46,17
4,11,13,17,20,26,47,46
4,6,11,25,26,37,43,7
6,10,16,18,29,30,47,9
3,10,17,33,36,38,46,4
2,4,11,14,16,23,28,17
7,26,31,34,37,39,45,10
2,10,14,16,21,22,27,46
3,5,11,26,28,43,46,6
9,20,26,28,31,32,36,29
6,11,17,20,28,35,47,31
3,13,14,19,22,43,45,16
18,22,28,31,40,41,45,37
3,6,20,29,30,36,43,12
3,10,12,16,32,33,42,43
21,27,34,36,37,39,41,13
2,5,6,10,11,14,29,23
8,18,22,29,38,43,44,17
12,14,19,29,37,41,43,34
4,14,16,32,35,44,45,6
8,14,18,29,34,42,47,12
2,9,12,17,30,36,45,40
6,23,29,38,39,43,47,22
11,21,31,32,34,39,43,41
1,13,15,22,25,34,46,32
2,9,17,18,34,43,47,12
6,20,22,23,28,37,46,7
8,14,17,19,24,28,32,15
14,17,22,32,36,44,46,2
9,18,25,28,36,37,44,31
15,16,29,30,39,40,47,5
6,19,24,25,32,34,43,31
5,9,10,18,20,23,46,4
2,3,7,10,20,24,33,37
8,15,16,17,22,32,39,4
2,11,16,20,30,35,46,15
2,8,27,37,39,40,46,45
8,13,21,36,38,45,46,24
4,8,10,20,25,26,31,44
6,11,16,21,22,30,39,2
4,13,15,18,24,27,29,47
2,5,9,29,31,34,43,13
8,16,22,32,37,44,46,11
5,10,32,37,44,45,46,40
25,26,30,34,37,40,47,4
7,10,15,23,29,34,45,3
6,9,13,25,27,30,45,26
1,2,15,27,30,31,34,4
7,8,11,17,28,30,34,31
4,10,12,24,27,31,34,29
6,11,23,27,35,39,43,30
5,15,16,17,28,29,35,34
1,4,8,11,14,18,19,5
7,9,15,23,32,34,45,20
2,7,10,32,45,46,47,28
2,3,4,12,26,35,36,46
2,9,13,15,29,30,31,10
2,10,22,24,26,34,37,18
1,10,16,17,22,29,35,30
6,17,19,37,38,43,47,27
5,8,12,16,20,28,38,42
13,24,27,38,43,45,47,10
6,7,9,14,30,31,38,36
14,17,20,23,24,39,42,47
12,21,23,27,32,41,45,14
7,8,19,21,29,39,42,18
3,23,25,26,34,38,39,27
2,7,10,21,31,32,33,17
1,4,24,32,35,40,42,13
8,13,19,24,30,43,47,33
11,22,26,31,37,39,44,27
1,3,6,10,12,17,29,21
1,6,10,21,26,33,45,20
17,26,33,34,37,40,42,1
18,25,29,34,45,46,47,1
2,4,15,19,24,35,45,14
11,13,16,19,21,46,47,1
10,15,18,19,36,43,46,42
12,15,21,35,38,45,46,27
10,12,23,24,28,37,43,15
1,5,15,18,39,44,46,3
1,13,23,27,37,40,45,18
1,11,28,32,33,40,43,23
7,9,12,22,24,40,41,14
3,11,16,21,36,43,44,33
2,16,17,31,34,36,38,5
10,16,18,23,35,36,46,43
3,26,27,28,31,34,45,41
8,15,24,26,37,40,44,14
6,15,23,28,36,39,41,44
3,4,20,22,32,33,36,5
11,19,23,28,37,40,47,21
6,14,15,23,27,33,38,44
8,10,14,27,29,41,47,21
21,29,31,33,35,43,45,19
2,4,6,7,27,42,46,11
3,4,17,22,24,25,41,10
2,3,5,18,25,31,32,20
6,16,24,32,35,37,46,2
7,17,19,26,33,37,42,2
4,10,15,18,40,46,47,35
6,10,13,16,20,24,25,34
15,26,27,28,36,40,41,25
2,6,9,17,21,40,46,14
1,16,20,32,37,41,47,24
5,12,15,21,27,37,44,43
3,8,9,12,16,18,23,30
6,7,8,13,19,20,24,14
2,14,26,31,32,33,39,8
4,8,14,21,27,29,31,7
2,3,12,27,36,37,41,1
14,16,19,23,27,31,43,1
6,17,18,32,34,39,45,25
6,9,10,26,33,37,42,15
2,6,12,28,45,46,47,24
12,13,17,21,23,40,45,27
12,15,19,27,37,41,42,6
2,5,9,10,16,25,35,1
13,25,32,34,35,38,46,11
15,21,24,25,30,40,41,9
7,16,17,21,23,35,42,39
1,6,7,26,32,39,47,30
8,9,14,22,25,26,43,15
8,9,24,27,28,29,38,32
11,13,14,22,24,37,47,3
4,18,23,25,27,38,41,45
3,7,24,27,29,34,35,31
3,9,12,15,19,23,38,35
7,13,15,21,26,40,41,12
16,18,25,30,31,35,46,19
3,12,18,29,32,40,44,27
6,14,26,35,36,44,47,30
3,7,17,20,24,37,38,39
2,9,21,33,36,38,39,31
3,6,14,29,30,40,47,27
3,14,25,31,32,44,45,8
3,15,23,37,38,39,43,45
12,22,34,37,39,43,47,9
3,11,23,26,27,28,31,14
1,16,18,21,31,40,42,11
3,13,16,19,35,38,45,33
8,12,19,21,23,28,46,47
13,31,34,36,37,43,46,32
9,12,20,25,36,40,44,46
3,4,6,12,23,32,41,39
4,7,11,12,28,37,42,25
14,17,20,23,32,37,44,43
6,8,14,25,36,41,42,20
9,23,36,37,42,44,46,43
6,15,19,23,34,40,47,16
15,27,32,36,38,39,42,25
2,3,7,14,15,25,46,38
6,11,18,24,25,29,42,21
6,10,15,27,30,37,46,18
2,14,15,25,31,32,38,39
8,19,21,24,25,45,47,38
3,7,17,23,24,32,45,11
16,27,29,32,34,35,36,42
6,13,18,23,25,38,43,17
5,9,15,27,31,37,47,40
8,11,17,21,26,28,34,27
23,25,34,35,37,38,47,7
9,11,20,21,25,26,40,3
4,11,28,33,35,43,47,29
10,34,38,40,41,43,47,29
1,9,21,22,23,45,46,12
6,13,14,17,35,37,46,23
9,22,23,27,38,41,44,29
7,22,23,26,32,37,43,11
14,15,18,25,31,42,44,38
3,18,23,32,36,42,47,21
6,11,13,18,19,36,42,14
16,18,19,29,36,40,45,10
16,22,29,31,33,34,46,11
3,7,12,30,32,37,47,27
1,12,29,30,43,44,45,13
5,21,23,30,32,37,45,19
3,9,20,25,34,35,45,11
7,8,19,20,28,34,40,38
4,18,23,31,38,39,47,25
3,4,8,10,20,34,46,31
7,10,11,14,16,19,32,44
2,16,17,18,26,32,45,34
2,12,13,31,35,36,44,30
2,13,20,26,27,40,46,37
2,8,33,36,38,44,47,3
9,23,24,29,30,34,43,14
7,24,26,29,34,42,47,6
3,4,9,18,29,34,44,7
3,7,14,15,20,30,46,26
1,8,13,23,29,31,41,35
14,15,21,34,36,42,44,43
4,26,31,32,33,35,43,25
6,12,25,27,28,39,46,35
1,11,12,20,31,36,47,24
1,6,22,24,38,39,46,15
5,20,35,36,39,43,45,37
3,7,11,24,34,35,42,36
1,10,17,24,32,36,45,13
6,21,27,29,33,35,45,8
19,21,26,29,34,40,41,47
4,22,27,35,39,45,46,19
22,23,27,32,34,40,41,33
9,13,15,18,35,37,39,23
5,8,9,25,27,37,45,2
22,28,30,31,35,37,40,32
1,3,14,16,28,30,32,26
5,16,17,19,21,28,47,46
12,17,21,25,30,31,44,27
11,12,15,23,37,38,39,14
10,14,23,27,28,37,44,40
5,16,20,21,23,32,34,13
5,7,11,37,41,44,46,34
11,15,28,31,36,45,46,17
1,3,21,26,36,42,44,47
3,5,8,13,16,41,45,29
13,16,18,22,26,40,43,39
3,4,19,25,33,38,41,35
5,8,11,17,25,26,47,15
2,5,13,26,28,30,31,35
10,32,35,38,39,43,44,46
1,12,13,27,29,31,41,22
4,7,21,26,39,42,47,20
3,10,13,28,35,37,38,45
1,7,27,33,39,40,42,29
3,9,16,21,32,40,45,47
20,21,23,25,29,34,39,33
2,4,5,12,14,17,28,9
3,4,12,13,21,32,40,1
16,18,23,24,26,37,38,14
6,9,12,25,33,35,40,11
15,21,27,29,37,38,39,46
3,5,25,36,39,42,43,9
8,9,19,33,38,41,42,14
9,13,18,33,42,43,46,28
4,16,21,23,24,26,35,1
9,10,12,15,26,38,42,40
7,13,16,27,29,30,35,17
7,10,12,23,36,38,39,24
21,28,29,34,35,36,44,30
21,23,25,26,39,41,45,4
8,10,18,19,26,35,42,13
10,15,25,30,33,40,44,20
2,21,23,27,29,33,41,28
2,17,26,34,35,38,43,27
5,7,9,14,17,40,43,21
9,10,23,24,26,29,38,39
10,11,17,27,33,34,43,23
9,11,18,23,36,37,47,30
17,29,32,35,40,41,44,28
4,6,7,22,23,39,42,5
5,17,18,19,26,28,43,23
2,12,30,36,44,45,47,34
6,7,15,27,34,36,46,39
2,5,7,35,43,44,45,28
2,4,9,15,25,38,45,43
9,27,30,33,35,36,45,17
1,11,20,31,37,43,45,4
12,17,25,32,36,38,45,5
18,19,24,26,37,39,46,29
3,8,17,26,37,39,46,29
16,22,23,26,40,42,46,10
9,12,13,31,39,44,45,18
2,8,22,27,30,45,47,26
12,26,29,30,35,37,45,18
1,3,10,12,28,31,32,17
1,7,10,21,31,37,44,18
3,8,16,28,36,38,42,23
4,6,12,15,35,38,45,47
2,15,22,25,31,34,36,17
7,23,24,25,30,38,42,29
1,4,8,20,28,29,34,11
3,11,23,25,26,37,47,14
7,25,27,29,34,35,42,8
6,7,9,10,27,28,43,13
1,5,8,12,36,40,46,47
21,26,32,42,43,44,47,24
2,15,21,24,41,43,44,13
1,29,35,40,41,45,46,32
8,9,20,27,32,40,46,41
12,21,23,29,30,35,41,9
10,11,15,26,28,31,39,34
3,11,12,20,27,33,37,22
3,13,38,40,41,43,44,24
7,18,24,27,29,35,40,15
7,8,21,23,27,28,37,46
2,16,23,29,33,34,39,5
14,24,28,29,32,42,45,41
5,15,16,19,41,44,45,3
9,11,30,37,39,41,43,33
4,14,24,31,33,38,45,12
3,7,11,12,35,40,46,23
10,16,23,24,27,33,46,25
9,15,33,34,38,41,44,36
3,5,13,19,26,35,41,25
8,21,29,35,38,41,46,4
1,7,14,16,20,45,47,42
6,10,24,25,29,38,41,1
3,23,26,27,38,39,40,37
16,28,38,39,43,45,47,44
18,22,23,29,36,38,47,20
4,14,18,30,31,34,46,28
1,3,6,10,14,28,35,40
3,6,13,31,38,40,45,37
1,6,26,27,32,38,47,20
2,9,10,16,19,25,31,35
13,17,22,24,34,38,42,27
5,18,23,29,31,38,42,43
4,7,26,28,29,31,39,34
2,4,6,7,8,10,45,36
13,19,25,29,38,43,45,31
1,5,7,25,29,31,35,26
5,20,31,35,36,40,47,30
3,14,20,24,27,32,38,46
7,19,22,29,36,42,44,1
5,6,9,25,32,36,39,23
15,26,27,30,31,39,45,2
8,11,15,35,39,40,41,5
6,19,34,41,43,44,45,36
9,12,22,30,31,38,43,21
2,3,6,25,29,42,47,32
2,4,10,35,38,39,46,30
4,6,9,27,36,45,47,23
7,8,22,23,26,41,44,27
1,7,14,23,32,33,34,27
8,10,11,23,25,30,47,28
1,4,12,15,32,36,44,46
3,9,15,24,27,35,44,26
5,6,11,12,20,31,39,3
7,15,17,22,27,35,39,25
23,24,25,39,40,42,46,5
1,5,11,20,28,40,44,17
9,11,20,26,28,35,39,27
2,4,7,14,25,36,39,33
7,10,18,28,34,39,43,35
9,20,22,34,35,36,40,33
17,25,26,27,30,34,35,32
3,13,21,26,36,42,44,2
1,11,13,17,18,34,38,14
3,13,16,21,30,35,40,19
16,17,20,29,30,32,44,34
14,15,20,23,24,35,38,27
4,12,15,16,23,29,37,20
1,21,33,34,44,45,47,35
5,20,21,23,32,40,42,30
3,7,27,29,38,40,43,26
5,11,12,23,24,42,45,8
1,3,6,21,29,32,44,46
3,5,8,17,18,19,25,24
3,10,25,26,37,42,47,31
1,5,16,18,22,39,47,14
4,11,12,15,23,31,37,14
5,14,27,30,31,32,44,19
3,6,7,10,11,17,40,34
2,4,11,16,18,40,42,32
2,16,17,19,24,26,40,44
6,7,23,25,26,31,46,19
8,18,21,25,26,27,45,7
5,6,16,36,37,44,46,30
12,19,22,35,36,40,41,39
4,9,10,17,26,32,33,27
11,13,17,28,34,40,42,8
9,14,19,31,35,41,46,27
3,6,12,15,16,17,29,35
10,12,14,15,28,31,45,40
5,11,12,14,32,34,46,17
1,7,9,10,11,27,44,25
12,22,27,29,37,43,44,11
7,10,17,26,31,32,39,35
9,11,25,31,34,38,42,28
8,15,25,27,31,37,43,19
5,9,11,22,27,41,46,7
2,9,10,12,18,43,47,3
5,15,23,28,31,33,42,6
4,11,20,25,32,40,43,23
3,14,25,35,36,38,43,32
10,14,15,34,40,43,45,28
6,14,15,27,29,34,39,25
16,24,30,32,34,37,40,5
3,7,29,32,39,43,45,4
1,10,15,24,26,33,42,34
7,11,26,33,34,40,46,25
7,8,12,17,22,31,47,35
7,16,32,39,41,44,45,28
10,17,22,26,28,46,47,3
9,11,12,22,34,35,37,7
4,5,28,29,32,39,40,8
1,14,24,26,31,36,45,13
8,10,16,24,37,41,43,7
2,8,21,22,33,37,40,11
1,18,26,27,38,41,42,4
1,3,16,18,22,28,43,8
2,6,9,19,20,32,42,7
9,13,21,22,28,44,45,10
8,10,12,14,25,30,39,7
10,15,16,25,29,41,43,12
3,7,9,16,35,41,44,46
2,8,10,16,21,33,46,30
13,14,15,25,36,38,44,24
13,14,25,26,27,35,40,17
7,10,13,14,23,39,41,16
5,7,8,27,42,44,46,6
6,10,18,28,33,35,43,17
1,15,27,38,40,43,44,3
6,9,16,17,27,29,38,12
8,9,14,16,18,29,42,35
1,13,23,27,34,36,37,39
2,16,17,21,23,36,45,22
4,25,30,31,33,34,37,11
4,13,19,30,32,35,38,16
8,12,24,26,31,37,41,2
9,11,15,16,31,39,47,12
3,4,17,22,28,34,37,21
3,15,28,30,32,33,43,25
1,2,8,20,33,35,42,15
5,8,11,20,30,33,45,26
12,15,18,31,33,40,42,1
4,19,24,25,27,33,34,32
5,12,16,20,25,39,45,43
6,15,18,24,35,36,46,17
10,23,28,29,31,32,46,3
8,10,14,18,28,30,36,25
2,10,11,22,33,38,45,41
11,14,20,22,30,42,43,38
5,19,21,33,35,36,44,28
5,6,17,21,33,40,41,1
1,4,9,14,22,26,34,3
3,16,17,25,33,35,42,7
3,4,7,16,19,26,45,35
