4, 10, 24, 31, 32, 36, 43
1, 12, 21, 22, 26, 39, 45
5, 13, 20, 30, 35, 41, 45
1, 9, 13, 21, 30, 33, 38
17, 18, 19, 21, 23, 45, 48
11, 15, 20, 27, 28, 32, 48
23, 26, 29, 33, 35, 39, 48
5, 14, 29, 32, 35, 42, 44
4, 7, 10, 15, 16, 21, 42
1, 16, 17, 21, 30, 39, 40
6, 12, 13, 18, 21, 23, 36
13, 18, 23, 32, 34, 36, 44
2, 6, 16, 20, 24, 32, 48
4, 13, 20, 25, 32, 34, 36
5, 6, 14, 22, 27, 37, 47
4, 8, 12, 23, 24, 30, 47
19, 27, 34, 38, 40, 42, 44
2, 17, 21, 26, 37, 40, 43
5, 14, 15, 20, 25, 30, 41
16, 24, 30, 36, 42, 43, 44
1, 11, 29, 35, 36, 37, 46
11, 12, 17, 25, 33, 39, 48
2, 5, 19, 23, 28, 30, 46
3, 14, 20, 25, 30, 33, 35
9, 11, 16, 22, 37, 40, 43
1, 17, 19, 34, 37, 46, 48
3, 8, 9, 10, 11, 27, 46
3, 9, 11, 28, 36, 46, 48
6, 12, 14, 15, 20, 30, 33
3, 9, 19, 25, 26, 34, 42
7, 12, 19, 24, 27, 29, 33
17, 25, 26, 32, 42, 43, 44
7, 8, 16, 20, 32, 43, 44
6, 7, 9, 15, 36, 38, 48
3, 8, 17, 22, 25, 35, 36
2, 7, 9, 12, 18, 36, 44
8, 9, 21, 26, 33, 37, 38
1, 9, 12, 23, 25, 28, 30
1, 2, 5, 8, 26, 27, 34
2, 3, 31, 32, 36, 43, 48
3, 4, 6, 9, 17, 20, 34
3, 7, 22, 27, 35, 36, 46
32, 33, 35, 36, 44, 47, 48
6, 10, 14, 38, 39, 45, 46
3, 8, 11, 12, 18, 29, 37
3, 4, 11, 13, 17, 26, 28
12, 14, 26, 27, 31, 41, 48
19, 22, 25, 29, 39, 43, 48
2, 3, 8, 9, 21, 37, 43
5, 6, 11, 18, 23, 44, 45
5, 10, 14, 24, 27, 35, 46
3, 12, 15, 36, 40, 42, 43
12, 18, 30, 34, 40, 43, 45
2, 12, 22, 30, 38, 44, 45
2, 4, 12, 29, 32, 38, 40
8, 19, 20, 21, 26, 32, 42
20, 21, 26, 32, 45, 46, 47
3, 15, 19, 27, 28, 33, 46
24, 29, 37, 38, 39, 45, 47
10, 11, 14, 26, 29, 42, 45
4, 14, 17, 20, 21, 22, 26
2, 5, 11, 12, 17, 29, 35
18, 27, 33, 40, 42, 45, 47
16, 18, 28, 32, 33, 34, 47
2, 9, 13, 15, 24, 41, 48
2, 13, 19, 38, 39, 40, 41
11, 16, 20, 33, 34, 46, 47
6, 17, 18, 27, 33, 34, 43
2, 4, 13, 14, 18, 20, 42
1, 3, 22, 25, 28, 33, 45
5, 11, 25, 29, 36, 41, 45
10, 26, 30, 33, 38, 43, 48
2, 4, 5, 16, 38, 39, 45
7, 17, 26, 28, 29, 44, 46
9, 32, 33, 34, 40, 41, 43
19, 25, 27, 29, 31, 41, 46
5, 15, 28, 29, 34, 37, 38
6, 9, 10, 11, 13, 18, 29
6, 11, 12, 15, 24, 32, 44
8, 9, 12, 16, 23, 31, 43
1, 10, 33, 34, 39, 44, 46
1, 9, 13, 14, 17, 20, 35
3, 10, 17, 24, 37, 39, 45
12, 15, 26, 31, 32, 45, 48
14, 16, 20, 26, 34, 37, 48
1, 5, 17, 26, 27, 30, 43
4, 12, 31, 35, 39, 44, 46
6, 14, 19, 20, 41, 43, 46
1, 9, 19, 27, 34, 40, 43
7, 11, 17, 23, 41, 42, 44
1, 5, 15, 19, 21, 29, 37
2, 14, 19, 30, 32, 45, 46
2, 7, 8, 15, 21, 41, 46
2, 12, 15, 24, 26, 32, 46
4, 13, 18, 19, 41, 42, 47
8, 20, 23, 27, 37, 39, 41
8, 10, 13, 15, 26, 38, 42
2, 10, 23, 32, 35, 46, 47
12, 18, 24, 31, 33, 36, 45
4, 13, 16, 27, 34, 39, 44
6, 22, 24, 25, 32, 38, 40
5, 14, 19, 22, 24, 32, 37
2, 10, 24, 32, 34, 36, 42
3, 11, 15, 22, 26, 33, 44
4, 13, 16, 30, 31, 37, 43
2, 4, 12, 22, 27, 33, 45
5, 12, 15, 28, 29, 39, 41
5, 11, 21, 28, 30, 31, 44
3, 5, 12, 32, 35, 44, 46
4, 7, 8, 23, 26, 40, 42
4, 6, 12, 17, 27, 30, 48
3, 6, 10, 23, 33, 39, 48
6, 11, 14, 30, 36, 37, 41
16, 17, 18, 30, 45, 46, 47
1, 2, 5, 7, 19, 21, 30
9, 12, 27, 30, 34, 37, 40
4, 11, 16, 24, 35, 37, 41
9, 10, 11, 21, 30, 42, 43
1, 2, 13, 23, 24, 31, 48
1, 14, 17, 18, 23, 25, 48
1, 3, 14, 16, 35, 38, 40
15, 21, 26, 27, 40, 44, 47
1, 17, 27, 28, 35, 36, 48
1, 11, 13, 15, 21, 28, 29
4, 7, 15, 19, 29, 41, 44
6, 13, 21, 22, 31, 33, 39
4, 8, 23, 24, 30, 32, 48
4, 8, 21, 24, 25, 31, 33
1, 7, 8, 9, 31, 32, 42
3, 18, 20, 23, 27, 36, 43
11, 12, 14, 23, 35, 36, 40
1, 21, 24, 26, 30, 42, 43
7, 9, 10, 12, 14, 37, 46
16, 23, 30, 31, 35, 37, 38
2, 10, 12, 20, 23, 34, 35
15, 16, 18, 23, 39, 44, 47
16, 18, 30, 35, 38, 42, 43
2, 5, 10, 15, 18, 20, 48
11, 28, 29, 32, 33, 37, 47
7, 11, 12, 27, 31, 38, 48
1, 7, 10, 20, 24, 30, 41
1, 8, 11, 24, 27, 33, 38
2, 4, 6, 9, 18, 31, 43
10, 13, 14, 15, 17, 31, 40
6, 8, 13, 15, 19, 33, 34
21, 30, 31, 32, 34, 39, 42
5, 31, 32, 33, 42, 45, 46
1, 14, 20, 25, 26, 35, 43
5, 8, 12, 20, 23, 26, 39
3, 7, 36, 38, 42, 44, 48
20, 25, 28, 29, 34, 40, 47
24, 32, 33, 43, 46, 47, 48
21, 30, 31, 32, 37, 40, 45
14, 18, 32, 34, 35, 37, 38
12, 15, 19, 21, 25, 33, 41
4, 7, 8, 26, 27, 42, 48
6, 9, 14, 27, 31, 32, 37
7, 23, 26, 29, 32, 42, 48
3, 8, 12, 18, 33, 35, 38
1, 3, 11, 18, 22, 25, 40
27, 28, 29, 34, 38, 41, 43
5, 6, 24, 27, 36, 39, 46
2, 5, 21, 24, 38, 42, 43
2, 7, 12, 39, 41, 45, 47
3, 20, 22, 30, 40, 47, 48
11, 13, 15, 25, 28, 34, 41
5, 11, 23, 26, 28, 31, 32
5, 18, 19, 33, 37, 42, 46
8, 13, 35, 37, 44, 45, 48
3, 10, 22, 25, 28, 36, 48
5, 16, 29, 33, 38, 41, 42
2, 4, 6, 13, 16, 33, 39
17, 28, 32, 35, 42, 46, 47
3, 12, 16, 30, 37, 39, 42
5, 10, 14, 19, 29, 32, 38
16, 21, 22, 27, 44, 47, 48
12, 15, 17, 22, 27, 36, 47
14, 15, 18, 24, 31, 36, 45
9, 16, 19, 25, 33, 43, 45
5, 10, 28, 39, 42, 43, 45
10, 12, 13, 15, 20, 38, 41
1, 5, 6, 10, 17, 35, 38
3, 7, 25, 36, 43, 44, 47
6, 10, 13, 30, 37, 38, 39
2, 5, 18, 34, 37, 40, 42
5, 11, 25, 27, 29, 42, 44
3, 12, 19, 23, 36, 42, 47
2, 5, 10, 28, 38, 44, 46
7, 19, 21, 25, 29, 41, 48
2, 3, 12, 16, 22, 38, 42
1, 3, 9, 18, 23, 24, 46
16, 19, 25, 31, 34, 39, 48
1, 5, 6, 16, 24, 41, 42
6, 13, 14, 24, 39, 44, 48
4, 9, 15, 18, 27, 28, 42
2, 23, 26, 27, 28, 41, 48
8, 16, 17, 18, 22, 38, 41
2, 7, 9, 18, 24, 31, 37
6, 9, 12, 23, 31, 45, 46
3, 9, 17, 19, 24, 27, 30
6, 12, 18, 23, 27, 30, 33
1, 6, 26, 28, 36, 37, 46
2, 13, 14, 15, 23, 28, 37
12, 20, 21, 27, 28, 36, 42
10, 16, 17, 23, 27, 28, 34
2, 7, 10, 22, 23, 26, 32
5, 6, 9, 23, 43, 45, 46
2, 13, 19, 25, 28, 36, 47
3, 8, 13, 20, 23, 35, 38
1, 7, 16, 30, 31, 40, 43
3, 13, 28, 30, 32, 33, 37
1, 13, 18, 19, 33, 35, 47
7, 11, 22, 24, 42, 43, 45
2, 3, 12, 22, 23, 38, 44
19, 20, 22, 23, 34, 37, 41
8, 13, 23, 28, 37, 40, 44
2, 3, 35, 39, 41, 42, 45
3, 5, 13, 25, 26, 35, 44
1, 10, 18, 20, 32, 37, 43
1, 3, 19, 26, 31, 34, 45
1, 10, 16, 31, 32, 42, 43
1, 6, 24, 29, 36, 42, 46
12, 14, 18, 20, 39, 43, 47
6, 15, 17, 26, 31, 41, 45
1, 3, 24, 27, 28, 36, 39
10, 13, 15, 18, 34, 36, 43
10, 12, 15, 24, 42, 44, 45
14, 16, 17, 26, 31, 37, 42
8, 21, 22, 29, 35, 43, 46
7, 10, 15, 16, 22, 43, 48
2, 11, 12, 29, 37, 40, 48
3, 9, 15, 16, 25, 26, 39
9, 10, 27, 28, 29, 34, 41
8, 14, 31, 37, 38, 39, 47
4, 12, 13, 14, 15, 23, 24
1, 9, 18, 20, 24, 37, 45
6, 7, 16, 21, 24, 25, 46
6, 18, 30, 32, 35, 38, 39
2, 4, 19, 27, 36, 41, 43
12, 13, 15, 31, 36, 39, 44
2, 3, 16, 22, 25, 36, 46
9, 12, 25, 27, 32, 37, 38
2, 13, 16, 18, 20, 28, 40
1, 13, 15, 18, 29, 33, 47
3, 14, 20, 26, 44, 45, 48
1, 5, 18, 19, 20, 25, 39
5, 7, 13, 33, 36, 37, 39
15, 18, 20, 22, 24, 32, 45
2, 8, 10, 35, 41, 45, 46
8, 9, 27, 30, 42, 43, 47
11, 17, 22, 27, 28, 37, 48
5, 11, 21, 23, 28, 37, 40
2, 17, 20, 21, 26, 46, 47
1, 5, 9, 13, 22, 24, 33
4, 9, 13, 17, 34, 35, 37
2, 7, 9, 11, 27, 30, 47
1, 5, 8, 11, 23, 37, 38
6, 16, 24, 26, 33, 39, 45
2, 7, 19, 26, 31, 36, 39
3, 4, 20, 21, 23, 29, 30
7, 9, 19, 23, 26, 27, 38
6, 14, 32, 33, 36, 40, 44
8, 9, 10, 21, 29, 32, 35
1, 4, 18, 19, 22, 45, 48
9, 19, 26, 39, 46, 47, 48
2, 6, 8, 11, 19, 30, 43
3, 10, 29, 31, 36, 37, 39
9, 12, 21, 25, 33, 40, 44
4, 5, 17, 29, 38, 40, 47
1, 3, 7, 24, 38, 39, 47
7, 14, 17, 28, 35, 43, 44
7, 11, 21, 25, 32, 37, 40
5, 11, 13, 23, 28, 31, 38
10, 14, 27, 34, 38, 42, 48
8, 17, 23, 26, 33, 38, 39
1, 9, 23, 33, 39, 41, 46
7, 17, 24, 30, 41, 44, 48
1, 8, 13, 29, 34, 38, 44
6, 11, 20, 27, 29, 32, 43
5, 12, 17, 24, 28, 35, 46
4, 12, 22, 26, 38, 40, 44
3, 16, 23, 25, 37, 43, 47
3, 15, 16, 20, 22, 39, 47
7, 12, 17, 21, 38, 43, 48
4, 8, 11, 14, 28, 31, 42
1, 13, 24, 30, 35, 41, 43
1, 9, 16, 30, 31, 41, 46
7, 15, 20, 28, 30, 36, 47
15, 28, 30, 43, 44, 46, 48
9, 10, 18, 29, 34, 36, 37
10, 15, 18, 31, 39, 40, 46
2, 14, 22, 27, 39, 41, 47
12, 16, 17, 23, 25, 33, 34
4, 6, 15, 17, 21, 28, 29
2, 4, 17, 19, 30, 46, 48
16, 25, 35, 37, 38, 40, 46
9, 20, 23, 24, 25, 29, 33
2, 10, 33, 39, 40, 46, 47
1, 23, 25, 30, 37, 38, 42
9, 12, 17, 26, 28, 32, 48
7, 16, 22, 23, 28, 33, 34
4, 5, 6, 15, 25, 33, 37
2, 4, 14, 16, 19, 23, 27
20, 22, 25, 27, 34, 36, 47
2, 3, 6, 8, 15, 27, 38
6, 18, 28, 30, 31, 46, 47
5, 7, 24, 30, 33, 41, 48
19, 20, 24, 25, 31, 33, 46
22, 27, 32, 34, 36, 37, 42
5, 6, 18, 23, 35, 39, 48
7, 15, 18, 20, 36, 38, 40
1, 2, 4, 19, 24, 34, 36
5, 20, 21, 29, 36, 44, 48
13, 14, 20, 23, 30, 32, 41
7, 10, 15, 17, 18, 22, 41
10, 12, 15, 19, 20, 29, 35
1, 10, 26, 35, 39, 43, 47
3, 6, 7, 12, 17, 34, 44
1, 7, 10, 11, 34, 42, 48
4, 7, 18, 20, 25, 41, 42
5, 14, 28, 30, 31, 33, 34
1, 13, 14, 18, 23, 25, 31
2, 3, 11, 22, 26, 27, 31
13, 25, 27, 33, 36, 40, 42
2, 5, 11, 40, 43, 44, 45
2, 5, 17, 26, 34, 37, 42
1, 7, 11, 17, 28, 38, 42
9, 26, 32, 34, 38, 43, 45
2, 4, 5, 22, 23, 33, 34
7, 8, 22, 37, 39, 45, 46
2, 11, 13, 15, 17, 23, 30
9, 18, 24, 29, 35, 37, 47
1, 14, 19, 35, 42, 44, 48
12, 15, 19, 25, 26, 37, 48
14, 15, 23, 29, 30, 40, 47
1, 12, 16, 24, 28, 30, 34
7, 17, 18, 36, 39, 41, 48
10, 25, 26, 32, 33, 34, 43
2, 13, 19, 21, 37, 38, 47
4, 18, 19, 28, 29, 31, 43
5, 12, 19, 23, 27, 36, 42
3, 16, 22, 32, 36, 40, 44
5, 10, 16, 26, 28, 29, 42
3, 8, 14, 27, 29, 43, 44
5, 7, 10, 21, 25, 28, 45
1, 6, 7, 11, 23, 26, 32
3, 7, 16, 22, 27, 34, 43
9, 11, 20, 21, 22, 34, 36
16, 22, 24, 31, 37, 44, 48
4, 25, 26, 29, 41, 43, 45
7, 19, 20, 27, 37, 43, 47
6, 14, 15, 16, 25, 35, 48
6, 12, 26, 35, 38, 44, 45
2, 16, 19, 34, 36, 38, 41
5, 18, 21, 23, 34, 35, 47
6, 8, 12, 18, 19, 30, 45
1, 4, 10, 23, 29, 35, 45
19, 24, 26, 36, 37, 41, 46
12, 20, 38, 42, 43, 44, 45
5, 15, 23, 31, 34, 43, 47
6, 10, 22, 24, 26, 40, 41
6, 20, 23, 24, 27, 38, 44
12, 15, 16, 18, 20, 22, 32
23, 34, 35, 37, 38, 43, 44
17, 32, 34, 37, 41, 42, 48
14, 32, 35, 38, 41, 47, 48
3, 4, 9, 20, 29, 36, 41
12, 13, 21, 32, 37, 41, 47
4, 19, 21, 33, 34, 36, 37
6, 10, 12, 17, 18, 27, 47
2, 28, 35, 37, 43, 47, 48
4, 6, 16, 27, 32, 34, 39
12, 26, 28, 32, 34, 39, 44
17, 20, 21, 23, 40, 44, 48
14, 18, 25, 27, 35, 36, 47
3, 23, 33, 36, 37, 38, 43
10, 13, 14, 15, 23, 37, 45
5, 8, 11, 14, 16, 31, 39
1, 13, 29, 34, 36, 37, 45
9, 24, 25, 31, 33, 35, 44
7, 9, 22, 27, 28, 39, 47
11, 14, 15, 22, 30, 31, 45
5, 6, 10, 34, 38, 46, 47
2, 9, 11, 35, 38, 45, 46
9, 13, 15, 17, 28, 29, 43
8, 17, 28, 31, 38, 43, 47
4, 9, 33, 36, 37, 41, 42
2, 7, 10, 20, 22, 28, 32
4, 11, 22, 30, 34, 40, 47
6, 17, 18, 23, 32, 40, 42
3, 9, 16, 28, 29, 36, 39
9, 13, 15, 24, 30, 32, 48
15, 18, 34, 36, 38, 40, 46
1, 3, 6, 13, 14, 18, 38
7, 20, 23, 24, 25, 40, 42
1, 3, 10, 14, 17, 20, 32
2, 11, 14, 16, 45, 46, 48
12, 13, 21, 24, 31, 37, 45
3, 9, 24, 36, 42, 44, 48
7, 8, 12, 21, 28, 29, 40
3, 4, 5, 8, 20, 21, 35
2, 12, 20, 33, 38, 42, 44
1, 7, 20, 24, 32, 35, 37
6, 8, 11, 23, 28, 45, 46
3, 9, 13, 14, 23, 27, 45
11, 17, 30, 40, 42, 47, 48
5, 9, 11, 20, 24, 42, 47
4, 9, 21, 25, 26, 34, 38
8, 11, 23, 28, 31, 45, 48
1, 8, 30, 35, 38, 43, 48
2, 4, 8, 26, 28, 31, 41
6, 8, 11, 21, 22, 27, 28
6, 8, 11, 25, 28, 34, 35
12, 35, 36, 37, 38, 44, 48
5, 7, 13, 15, 19, 30, 45
22, 24, 26, 29, 30, 33, 47
6, 10, 11, 27, 39, 45, 47
2, 6, 8, 11, 22, 24, 32
14, 15, 17, 35, 37, 40, 45
1, 17, 25, 26, 35, 37, 45
11, 16, 19, 20, 23, 32, 48
11, 12, 24, 33, 35, 37, 43
12, 14, 16, 18, 35, 36, 43
4, 6, 9, 14, 23, 27, 31
3, 15, 16, 17, 34, 35, 48
6, 19, 20, 37, 42, 46, 48
5, 13, 26, 29, 37, 39, 48
26, 28, 32, 34, 36, 39, 40
20, 22, 24, 26, 33, 45, 48
14, 22, 27, 32, 39, 44, 47
20, 23, 24, 30, 33, 37, 39
4, 6, 14, 22, 24, 44, 45
6, 15, 16, 22, 23, 41, 44
2, 8, 17, 20, 30, 38, 45
3, 8, 12, 13, 25, 37, 40
8, 16, 17, 19, 29, 43, 48
1, 12, 15, 16, 18, 21, 46
8, 19, 24, 32, 33, 41, 47
1, 7, 15, 22, 24, 28, 45
19, 20, 26, 30, 31, 45, 48
1, 5, 7, 18, 22, 35, 43
1, 3, 12, 17, 18, 29, 34
4, 17, 23, 25, 38, 41, 48
3, 6, 7, 23, 39, 41, 44
18, 20, 23, 24, 26, 44, 47
5, 15, 21, 29, 39, 40, 48
3, 4, 23, 27, 34, 43, 47
7, 8, 10, 30, 35, 37, 38
10, 15, 18, 20, 26, 27, 33
1, 4, 13, 14, 35, 37, 38
6, 24, 34, 39, 40, 46, 47
4, 13, 30, 35, 38, 42, 48
16, 26, 28, 31, 33, 34, 36
3, 11, 28, 32, 34, 38, 46
5, 8, 10, 30, 35, 41, 45
5, 9, 16, 19, 29, 30, 45
4, 13, 18, 19, 27, 36, 39
14, 28, 30, 36, 37, 41, 44
13, 16, 28, 31, 36, 47, 48
5, 7, 9, 14, 26, 32, 35
1, 28, 29, 32, 35, 38, 44
3, 6, 12, 18, 24, 33, 38
8, 29, 35, 36, 41, 45, 47
11, 12, 16, 19, 25, 37, 39
15, 18, 29, 34, 38, 43, 45
8, 9, 13, 26, 29, 32, 46
6, 8, 11, 22, 30, 34, 41
6, 7, 32, 33, 35, 41, 44
1, 2, 22, 23, 24, 33, 40
7, 19, 20, 29, 40, 43, 45
2, 13, 17, 22, 28, 32, 35
9, 12, 14, 35, 37, 38, 40
16, 27, 28, 30, 32, 37, 41
3, 14, 25, 29, 30, 47, 48
11, 16, 26, 37, 40, 41, 47
5, 19, 21, 22, 23, 27, 31
1, 12, 15, 19, 26, 40, 41
4, 8, 19, 32, 40, 41, 42
5, 11, 12, 20, 33, 36, 46
1, 2, 5, 18, 19, 42, 46
13, 18, 19, 26, 31, 36, 37
1, 9, 11, 15, 17, 35, 46
6, 8, 21, 23, 40, 46, 47
3, 7, 10, 14, 21, 28, 40
3, 12, 17, 24, 41, 42, 46
9, 25, 31, 32, 33, 36, 40
7, 8, 12, 22, 27, 29, 31
5, 7, 17, 19, 20, 43, 45
3, 6, 20, 31, 37, 44, 46
12, 16, 19, 23, 30, 38, 47
2, 4, 11, 12, 17, 33, 43
2, 3, 16, 23, 33, 35, 47
8, 10, 11, 22, 28, 41, 45
3, 4, 15, 30, 40, 42, 45
3, 22, 24, 28, 29, 35, 45
17, 22, 26, 31, 32, 33, 47
17, 18, 19, 21, 27, 35, 38
6, 10, 11, 12, 16, 17, 29
4, 7, 16, 18, 31, 39, 43
2, 7, 11, 21, 30, 34, 42
7, 17, 19, 24, 32, 33, 43
9, 13, 28, 30, 33, 42, 45
1, 4, 24, 32, 42, 45, 47
2, 24, 26, 27, 46, 47, 48
17, 20, 27, 29, 39, 41, 46
2, 4, 12, 13, 19, 30, 46
4, 6, 9, 13, 30, 32, 42
28, 30, 35, 36, 41, 43, 47
10, 14, 22, 29, 30, 42, 44
2, 12, 19, 23, 24, 31, 33
4, 22, 25, 27, 40, 43, 48
6, 9, 18, 19, 26, 35, 47
3, 5, 6, 17, 21, 29, 45
9, 16, 21, 23, 26, 32, 45
6, 10, 20, 22, 31, 33, 35
4, 10, 12, 17, 29, 32, 47
2, 7, 9, 13, 14, 23, 34
3, 6, 11, 21, 27, 31, 34
16, 17, 19, 33, 35, 45, 46
7, 12, 16, 21, 25, 30, 31
11, 19, 26, 31, 32, 36, 48
10, 11, 12, 19, 27, 29, 42
2, 3, 9, 21, 29, 33, 46
1, 12, 14, 24, 28, 30, 43
4, 5, 7, 10, 22, 37, 48
6, 9, 13, 18, 24, 38, 42
4, 6, 21, 22, 25, 26, 30
2, 5, 8, 13, 15, 26, 37
3, 8, 23, 27, 29, 32, 42
8, 11, 13, 14, 37, 47, 48
1, 5, 21, 25, 26, 29, 48
3, 7, 19, 27, 32, 35, 48
14, 16, 18, 23, 35, 36, 48
1, 18, 25, 31, 35, 38, 39
4, 11, 14, 27, 30, 44, 46
15, 20, 23, 25, 26, 27, 36
2, 5, 8, 27, 35, 39, 44
2, 3, 8, 12, 19, 38, 44
3, 18, 20, 21, 26, 37, 46
12, 14, 23, 24, 39, 40, 44
6, 24, 29, 35, 38, 42, 48
3, 7, 10, 26, 30, 33, 47
10, 12, 14, 21, 22, 24, 38
2, 7, 27, 30, 32, 35, 42
16, 18, 19, 22, 23, 29, 47
1, 9, 10, 12, 23, 35, 39
1, 2, 22, 23, 27, 37, 46
2, 11, 25, 29, 31, 33, 36
1, 5, 14, 17, 18, 25, 38
12, 16, 19, 30, 34, 41, 47
2, 16, 22, 26, 36, 37, 46
5, 10, 12, 15, 28, 36, 37
2, 12, 13, 18, 30, 38, 43
17, 31, 37, 38, 39, 40, 44
15, 24, 39, 42, 43, 44, 45
1, 4, 11, 17, 22, 28, 38
4, 6, 28, 31, 39, 45, 47
13, 16, 20, 23, 25, 43, 46
4, 15, 18, 25, 30, 32, 36
2, 7, 8, 29, 33, 34, 44
5, 6, 23, 24, 26, 32, 38
1, 6, 11, 27, 31, 32, 48
2, 6, 23, 25, 36, 38, 41
8, 12, 20, 21, 31, 43, 45
2, 5, 9, 14, 27, 36, 47
9, 17, 19, 30, 31, 35, 44
1, 3, 14, 17, 33, 34, 38
15, 25, 26, 37, 41, 46, 47
3, 12, 14, 15, 20, 21, 31
11, 14, 15, 27, 29, 32, 39
1, 2, 10, 17, 30, 31, 38
2, 6, 13, 22, 25, 38, 47
9, 10, 19, 22, 35, 45, 48
4, 9, 12, 17, 37, 47, 48
21, 26, 33, 35, 38, 44, 46
3, 4, 6, 8, 11, 30, 34
5, 7, 11, 22, 25, 33, 43
9, 13, 19, 20, 34, 40, 41
12, 25, 31, 37, 38, 40, 44
3, 8, 11, 13, 19, 39, 47
2, 11, 26, 29, 32, 45, 48
3, 9, 11, 19, 38, 39, 45
6, 13, 14, 17, 22, 24, 45
2, 4, 6, 23, 28, 40, 41
2, 12, 16, 21, 22, 38, 45
2, 8, 13, 27, 34, 35, 41
5, 7, 9, 13, 15, 19, 41
1, 5, 7, 9, 30, 36, 46
11, 29, 31, 32, 33, 40, 43
10, 15, 21, 22, 30, 35, 38
1, 3, 4, 15, 23, 39, 43
1, 4, 30, 31, 36, 42, 44
10, 15, 21, 25, 26, 44, 48
5, 9, 21, 29, 32, 37, 48
12, 13, 24, 27, 32, 41, 46
4, 14, 23, 26, 27, 40, 41
1, 3, 4, 7, 22, 29, 44
6, 10, 19, 22, 25, 35, 40
5, 14, 15, 20, 27, 29, 39
1, 9, 13, 15, 33, 36, 42
23, 25, 30, 31, 37, 44, 46
6, 12, 16, 24, 37, 42, 45
2, 13, 18, 27, 28, 35, 39
5, 11, 15, 22, 40, 42, 43
8, 30, 31, 32, 33, 39, 45
5, 9, 15, 32, 42, 45, 46
8, 13, 24, 26, 30, 41, 44
13, 15, 30, 32, 34, 38, 39
3, 4, 6, 12, 18, 40, 48
4, 7, 9, 23, 39, 47, 48
3, 29, 31, 32, 33, 36, 42
10, 22, 34, 36, 41, 43, 47
5, 11, 19, 20, 23, 44, 47
3, 4, 12, 20, 25, 32, 39
5, 11, 16, 18, 25, 26, 27
2, 19, 20, 22, 24, 35, 47
2, 3, 9, 20, 24, 38, 42
2, 6, 8, 17, 39, 45, 46
2, 9, 13, 17, 22, 25, 40
3, 13, 35, 36, 40, 42, 44
3, 6, 13, 32, 34, 40, 45
1, 6, 9, 10, 30, 38, 48
3, 14, 21, 23, 38, 40, 48
3, 7, 26, 36, 38, 42, 46
6, 23, 30, 32, 38, 41, 45
3, 20, 25, 30, 40, 41, 47
12, 17, 19, 28, 32, 39, 41
8, 12, 17, 22, 29, 40, 47
4, 7, 11, 34, 37, 40, 46
5, 16, 17, 37, 38, 42, 45
12, 20, 28, 29, 31, 37, 42
1, 6, 12, 19, 37, 44, 47
7, 12, 16, 17, 19, 23, 32
4, 11, 15, 23, 30, 36, 40
6, 16, 20, 32, 42, 43, 45
8, 22, 27, 28, 31, 37, 38
5, 15, 30, 35, 41, 43, 48
5, 10, 21, 30, 40, 44, 48
7, 12, 31, 40, 42, 46, 47
3, 7, 12, 28, 31, 45, 47
7, 16, 22, 23, 26, 46, 48
2, 9, 14, 28, 37, 38, 42
6, 8, 20, 23, 34, 43, 45
22, 25, 26, 31, 36, 42, 47
8, 23, 24, 32, 41, 42, 46
